file,time_bin,percent_time_swimming,condition
C8_t1_2025_11_11-01_34_53.h5,79.5,96.99999999999989,control
C8_t1_2025_11_11-01_34_53.h5,80.5,18.999999999999773,control
C8_t1_2025_11_11-01_34_53.h5,81.5,43.99999999999977,control
C8_t1_2025_11_11-01_34_53.h5,82.5,37.000000000000455,control
C8_t1_2025_11_11-01_34_53.h5,83.5,47.99999999999898,control
C8_t1_2025_11_11-01_34_53.h5,84.5,21.999999999999886,control
C8_t1_2025_11_11-01_34_53.h5,85.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,86.5,48.99999999999949,control
C8_t1_2025_11_11-01_34_53.h5,87.5,30.999999999998806,control
C8_t1_2025_11_11-01_34_53.h5,88.5,39.00000000000148,control
C8_t1_2025_11_11-01_34_53.h5,89.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,90.5,38.99999999999864,control
C8_t1_2025_11_11-01_34_53.h5,91.5,40.00000000000057,control
C8_t1_2025_11_11-01_34_53.h5,92.5,87.99999999999955,control
C8_t1_2025_11_11-01_34_53.h5,93.5,50.0,control
C8_t1_2025_11_11-01_34_53.h5,94.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,95.5,53.9999999999992,control
C8_t1_2025_11_11-01_34_53.h5,96.5,40.00000000000057,control
C8_t1_2025_11_11-01_34_53.h5,97.5,93.00000000000068,control
C8_t1_2025_11_11-01_34_53.h5,98.5,85.99999999999994,control
C8_t1_2025_11_11-01_34_53.h5,99.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,100.5,42.99999999999926,control
C8_t1_2025_11_11-01_34_53.h5,101.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,102.5,92.00000000000016,control
C8_t1_2025_11_11-01_34_53.h5,103.5,54.00000000000063,control
C8_t1_2025_11_11-01_34_53.h5,104.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,105.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,106.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,107.5,81.99999999999932,control
C8_t1_2025_11_11-01_34_53.h5,108.5,20.000000000000284,control
C8_t1_2025_11_11-01_34_53.h5,109.5,43.99999999999977,control
C8_t1_2025_11_11-01_34_53.h5,110.5,25.0,control
C8_t1_2025_11_11-01_34_53.h5,111.5,56.99999999999932,control
C8_t1_2025_11_11-01_34_53.h5,112.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,113.5,20.99999999999937,control
C8_t1_2025_11_11-01_34_53.h5,114.5,56.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,115.5,82.99999999999983,control
C8_t1_2025_11_11-01_34_53.h5,116.5,25.0,control
C8_t1_2025_11_11-01_34_53.h5,117.5,82.99999999999983,control
C8_t1_2025_11_11-01_34_53.h5,118.5,82.99999999999983,control
C8_t1_2025_11_11-01_34_53.h5,119.5,73.99999999999949,control
C8_t1_2025_11_11-01_34_53.h5,120.5,70.00000000000028,control
C8_t1_2025_11_11-01_34_53.h5,121.5,71.99999999999989,control
C8_t1_2025_11_11-01_34_53.h5,122.5,28.000000000000117,control
C8_t1_2025_11_11-01_34_53.h5,123.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,124.5,57.99999999999983,control
C8_t1_2025_11_11-01_34_53.h5,125.5,72.99999999999898,control
C8_t1_2025_11_11-01_34_53.h5,126.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,127.5,59.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,128.5,47.999999999996135,control
C8_t1_2025_11_11-01_34_53.h5,129.5,77.00000000000102,control
C8_t1_2025_11_11-01_34_53.h5,130.5,81.99999999999932,control
C8_t1_2025_11_11-01_34_53.h5,131.5,84.99999999999943,control
C8_t1_2025_11_11-01_34_53.h5,132.5,31.000000000000227,control
C8_t1_2025_11_11-01_34_53.h5,133.5,91.99999999999876,control
C8_t1_2025_11_11-01_34_53.h5,134.5,50.0,control
C8_t1_2025_11_11-01_34_53.h5,135.5,62.000000000000455,control
C8_t1_2025_11_11-01_34_53.h5,136.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,137.5,37.000000000000455,control
C8_t1_2025_11_11-01_34_53.h5,138.5,18.999999999999773,control
C8_t1_2025_11_11-01_34_53.h5,139.5,84.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,140.5,61.00000000000136,control
C8_t1_2025_11_11-01_34_53.h5,141.5,43.99999999999977,control
C8_t1_2025_11_11-01_34_53.h5,142.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,143.5,78.9999999999992,control
C8_t1_2025_11_11-01_34_53.h5,144.5,65.00000000000057,control
C8_t1_2025_11_11-01_34_53.h5,145.5,93.00000000000068,control
C8_t1_2025_11_11-01_34_53.h5,146.5,29.99999999999829,control
C8_t1_2025_11_11-01_34_53.h5,147.5,84.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,148.5,31.99999999999932,control
C8_t1_2025_11_11-01_34_53.h5,149.5,25.0,control
C8_t1_2025_11_11-01_34_53.h5,150.5,81.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,151.5,35.000000000002274,control
C8_t1_2025_11_11-01_34_53.h5,152.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,153.5,81.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,154.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,155.5,97.99999999999898,control
C8_t1_2025_11_11-01_34_53.h5,156.5,25.99999999999909,control
C8_t1_2025_11_11-01_34_53.h5,157.5,81.99999999999932,control
C8_t1_2025_11_11-01_34_53.h5,158.5,59.99999999999659,control
C8_t1_2025_11_11-01_34_53.h5,159.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,160.5,76.99999999999818,control
C8_t1_2025_11_11-01_34_53.h5,161.5,76.99999999999818,control
C8_t1_2025_11_11-01_34_53.h5,162.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,163.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,164.5,27.000000000001023,control
C8_t1_2025_11_11-01_34_53.h5,165.5,83.00000000000125,control
C8_t1_2025_11_11-01_34_53.h5,166.5,64.00000000000148,control
C8_t1_2025_11_11-01_34_53.h5,167.5,72.99999999999898,control
C8_t1_2025_11_11-01_34_53.h5,168.5,100.0,control
