file,time_bin,percent_time_swimming,condition
C3_t1_2025_11_10-19_22_50.h5,159.5,0,control
C3_t1_2025_11_10-19_22_50.h5,160.5,1,control
C3_t1_2025_11_10-19_22_50.h5,161.5,0,control
C3_t1_2025_11_10-19_22_50.h5,162.5,0,control
C3_t1_2025_11_10-19_22_50.h5,163.5,0,control
C3_t1_2025_11_10-19_22_50.h5,164.5,0,control
C3_t1_2025_11_10-19_22_50.h5,165.5,0,control
C3_t1_2025_11_10-19_22_50.h5,166.5,0,control
C3_t1_2025_11_10-19_22_50.h5,167.5,0,control
C3_t1_2025_11_10-19_22_50.h5,168.5,0,control
C3_t1_2025_11_10-19_22_50.h5,169.5,9,control
C3_t1_2025_11_10-19_22_50.h5,170.5,0,control
C3_t1_2025_11_10-19_22_50.h5,171.5,2,control
C3_t1_2025_11_10-19_22_50.h5,172.5,0,control
C3_t1_2025_11_10-19_22_50.h5,173.5,0,control
C3_t1_2025_11_10-19_22_50.h5,174.5,0,control
C3_t1_2025_11_10-19_22_50.h5,175.5,2,control
C3_t1_2025_11_10-19_22_50.h5,176.5,0,control
C3_t1_2025_11_10-19_22_50.h5,177.5,0,control
C3_t1_2025_11_10-19_22_50.h5,178.5,4,control
C3_t1_2025_11_10-19_22_50.h5,179.5,0,control
C3_t1_2025_11_10-19_22_50.h5,180.5,0,control
C3_t1_2025_11_10-19_22_50.h5,181.5,0,control
C3_t1_2025_11_10-19_22_50.h5,182.5,0,control
C3_t1_2025_11_10-19_22_50.h5,183.5,0,control
C3_t1_2025_11_10-19_22_50.h5,184.5,0,control
C3_t1_2025_11_10-19_22_50.h5,185.5,1,control
C3_t1_2025_11_10-19_22_50.h5,186.5,0,control
C3_t1_2025_11_10-19_22_50.h5,187.5,5,control
C3_t1_2025_11_10-19_22_50.h5,188.5,0,control
C3_t1_2025_11_10-19_22_50.h5,189.5,0,control
C3_t3_2025_11_10-19_22_50.h5,0.5,0,control
C3_t3_2025_11_10-19_22_50.h5,1.5,0,control
C3_t3_2025_11_10-19_22_50.h5,2.5,0,control
C3_t3_2025_11_10-19_22_50.h5,3.5,0,control
C3_t3_2025_11_10-19_22_50.h5,4.5,0,control
C3_t3_2025_11_10-19_22_50.h5,5.5,72,control
C3_t3_2025_11_10-19_22_50.h5,6.5,4,control
C3_t3_2025_11_10-19_22_50.h5,7.5,0,control
C3_t3_2025_11_10-19_22_50.h5,8.5,0,control
C3_t3_2025_11_10-19_22_50.h5,9.5,0,control
C3_t3_2025_11_10-19_22_50.h5,10.5,0,control
C3_t3_2025_11_10-19_22_50.h5,11.5,0,control
C3_t3_2025_11_10-19_22_50.h5,12.5,6,control
C3_t3_2025_11_10-19_22_50.h5,13.5,0,control
C3_t3_2025_11_10-19_22_50.h5,14.5,0,control
C3_t3_2025_11_10-19_22_50.h5,15.5,0,control
C3_t3_2025_11_10-19_22_50.h5,16.5,0,control
C3_t3_2025_11_10-19_22_50.h5,17.5,0,control
C3_t3_2025_11_10-19_22_50.h5,18.5,0,control
C3_t3_2025_11_10-19_22_50.h5,19.5,0,control
C3_t3_2025_11_10-19_22_50.h5,20.5,0,control
C3_t3_2025_11_10-19_22_50.h5,21.5,0,control
C3_t3_2025_11_10-19_22_50.h5,22.5,0,control
C3_t3_2025_11_10-19_22_50.h5,23.5,0,control
C3_t3_2025_11_10-19_22_50.h5,24.5,0,control
C3_t3_2025_11_10-19_22_50.h5,25.5,2,control
C3_t3_2025_11_10-19_22_50.h5,26.5,0,control
C3_t3_2025_11_10-19_22_50.h5,27.5,0,control
C3_t3_2025_11_10-19_22_50.h5,28.5,0,control
C3_t3_2025_11_10-19_22_50.h5,29.5,0,control
C3_t3_2025_11_10-19_22_50.h5,30.5,0,control
C3_t3_2025_11_10-19_22_50.h5,31.5,0,control
C3_t3_2025_11_10-19_22_50.h5,32.5,0,control
C3_t3_2025_11_10-19_22_50.h5,33.5,0,control
C3_t3_2025_11_10-19_22_50.h5,34.5,0,control
C3_t3_2025_11_10-19_22_50.h5,35.5,0,control
C3_t3_2025_11_10-19_22_50.h5,36.5,0,control
C3_t3_2025_11_10-19_22_50.h5,37.5,0,control
C3_t3_2025_11_10-19_22_50.h5,38.5,0,control
C3_t3_2025_11_10-19_22_50.h5,39.5,0,control
C3_t3_2025_11_10-19_22_50.h5,40.5,0,control
C3_t3_2025_11_10-19_22_50.h5,41.5,0,control
