BoutStart (s),BoutEnd (s),BoutDuration (s),IBI (s),AverageFrequency (Hz),InstantaneousFrequencies,Threshold,Condition,Filename,Group,FishID,SourcePath
115.799,115.818,0.019,0.4028000000000133,27.065976421887285,"[28.169014084507044, 28.73563218390805, 27.855153203342617, 25.906735751295336, 26.666666666666668, 25.06265664160401]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
115.9326,115.9518,0.0192,0.1145999999999958,25.839793281653748,[25.839793281653748],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
116.1174,116.1366,0.0192,0.1655999999999977,24.72349242167007,"[28.248587570621467, 25.839793281653748, 24.752475247524753, 25.906735751295336, 23.923444976076556, 24.096385542168672, 25.38071065989848, 25.57544757033248, 23.809523809523807, 20.70393374741201, 25.38071065989848, 23.04147465437788, 23.809523809523807, 23.696682464454977, 23.752969121140143, 27.100271002710027, 22.42152466367713, 25.57544757033248, 26.246719160104984, 26.17801047120419, 23.752969121140143]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
122.0202,124.3756,2.3554,5.883600000000001,23.573477436814933,"[24.57002457002457, 26.17801047120419, 25.06265664160401, 24.93765586034913, 13.071895424836601, 24.57002457002457, 23.86634844868735, 24.330900243309003, 25.57544757033248, 24.213075060532685, 22.93577981651376, 24.57002457002457, 22.573363431151243]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
124.5396,124.6028,0.0632,0.1639999999999872,21.494820122314117,"[23.04147465437788, 21.978021978021978, 22.22222222222222, 12.254901960784313, 24.57002457002457, 22.123893805309734, 24.390243902439025, 23.696682464454977, 23.52941176470588, 22.779043280182233, 23.094688221709006, 22.22222222222222, 11.363636363636365, 11.890606420927469, 23.364485981308412, 23.20185614849188, 11.918951132300357, 23.255813953488374, 21.78649237472767, 23.86634844868735, 22.123893805309734, 23.809523809523807, 22.72727272727273, 24.096385542168672, 22.62443438914027, 22.573363431151243, 24.57002457002457, 22.779043280182233]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
124.768,124.8326,0.0646,0.1651999999999986,19.44874866308093,"[23.364485981308412, 11.273957158962796, 23.809523809523807, 11.376564277588168, 22.831050228310502, 22.026431718061673, 21.459227467811157]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
125.0456,125.1524,0.1068,0.2129999999999938,26.684118938433443,"[33.78378378378378, 24.096385542168672, 25.25252525252525, 25.31645569620253, 26.595744680851062, 24.57002457002457, 27.17391304347826]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
125.2612,125.5008,0.2396,0.1088000000000022,25.75523985837644,"[24.875621890547265, 26.38522427440633, 24.096385542168672, 27.47252747252747, 25.31645569620253, 26.38522427440633]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
125.6134,125.7238,0.1104,0.1126000000000004,27.341093957548928,"[25.906735751295336, 31.055900621118013, 28.328611898016998, 25.641025641025642, 25.77319587628866]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
125.9896,126.0086,0.019,0.2657999999999987,23.32610624017323,"[27.932960893854748, 12.78772378516624, 25.77319587628866, 24.691358024691358, 25.44529262086514]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
183.0118,185.0406,2.0288,57.00319999999999,26.595744680851062,[26.595744680851062],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
185.1914,185.2108,0.0194,0.1507999999999754,28.43201796886341,"[25.641025641025642, 37.735849056603776, 33.333333333333336, 39.682539682539684, 33.003300330033, 19.37984496124031, 36.101083032490976, 39.0625, 17.241379310344826, 29.069767441860463, 26.109660574412533, 25.906735751295336, 28.409090909090907, 27.027027027027028, 28.169014084507044, 26.246719160104984, 24.752475247524753, 28.49002849002849, 26.041666666666668, 24.691358024691358, 27.17391304347826, 26.455026455026456, 24.213075060532685]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
185.3174,185.6678,0.3504,0.106599999999986,17.503868258178606,"[12.01923076923077, 22.98850574712644]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
185.7728,185.8296,0.0568,0.1049999999999897,21.57035996210514,"[23.64066193853428, 23.52941176470588, 20.876826722338205, 26.80965147453083, 24.096385542168672, 13.422818791946309, 27.62430939226519, 12.562814070351758]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
186.1248,187.101,0.9762,0.2951999999999941,25.809932328022597,"[26.109660574412533, 25.510204081632654]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
192.9492,192.969,0.0198,5.848199999999991,22.47656284330049,"[26.109660574412533, 12.78772378516624, 23.094688221709006, 24.57002457002457, 23.58490566037736, 25.510204081632654, 25.839793281653748, 22.779043280182233, 22.471910112359552, 25.974025974025974, 22.42152466367713, 25.31645569620253, 11.587485515643106, 22.62443438914027]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
203.0548,203.6404,0.5856,10.085800000000006,29.27803707677748,"[23.20185614849188, 22.42152466367713, 21.83406113537118, 25.0, 38.314176245210724, 31.746031746031747, 39.37007874015748, 34.84320557491289, 36.496350364963504, 34.602076124567475, 27.700831024930746, 27.932960893854748, 27.397260273972606, 27.548209366391184, 24.93765586034913, 27.855153203342617, 26.525198938992045]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
235.4066,236.3528,0.9462,31.7662,22.616025456693865,"[25.974025974025974, 25.38071065989848, 12.01923076923077, 24.57002457002457, 27.932960893854748, 25.641025641025642, 23.64066193853428, 23.752969121140143, 23.52941176470588, 25.31645569620253, 24.390243902439025, 23.52941176470588, 22.779043280182233, 24.93765586034913, 24.630541871921185, 24.509803921568626, 22.52252252252252, 22.026431718061673, 12.531328320802006, 12.903225806451614, 27.700831024930746, 25.510204081632654, 12.180267965895249, 24.875621890547265]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
236.4964,236.8166,0.3202,0.1435999999999921,24.228985615354635,"[24.630541871921185, 23.31002331002331, 24.57002457002457, 24.93765586034913, 23.696682464454977]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
239.8278,240.1592,0.3314,3.0112000000000023,20.981351238886177,"[12.642225031605562, 12.987012987012987, 28.169014084507044, 26.041666666666668, 25.25252525252525, 25.641025641025642, 12.78772378516624, 25.125628140703515, 24.752475247524753, 25.125628140703515, 12.269938650306749]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
240.2934,240.583,0.2896,0.1341999999999927,23.771686456876512,"[24.93765586034913, 22.62443438914027, 23.752969121140143]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
240.8558,241.079,0.2232,0.2727999999999895,21.455082229562503,"[22.371364653243848, 25.510204081632654, 24.03846153846154, 11.248593925759279, 22.573363431151243, 22.98850574712644]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
241.1852,241.2056,0.0204,0.1062000000000011,24.835298112486896,"[26.041666666666668, 22.62443438914027, 25.839793281653748]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
241.3896,241.6234,0.2338,0.1839999999999975,25.76070023847712,"[25.57544757033248, 24.752475247524753, 26.954177897574123]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
241.8188,241.8838,0.065,0.1954000000000064,24.875621890547265,[24.875621890547265],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
242.037,243.2194,1.1824,0.1531999999999982,22.94977910283253,"[24.03846153846154, 25.0, 24.03846153846154, 23.86634844868735, 12.062726176115802, 27.3224043715847, 23.809523809523807, 23.58490566037736, 23.86634844868735, 23.980815347721823, 24.03846153846154, 24.752475247524753, 22.321428571428573, 23.752969121140143, 11.750881316098708, 23.752969121140143, 22.52252252252252, 22.471910112359552, 11.135857461024498, 12.406947890818858, 26.041666666666668, 24.875621890547265, 24.509803921568626, 26.80965147453083, 25.706940874035993, 24.57002457002457, 23.86634844868735, 28.08988764044944, 24.57002457002457, 23.31002331002331, 24.813895781637715, 24.449877750611247, 25.25252525252525]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
243.3742,243.478,0.1038,0.1547999999999945,23.5512198935137,"[24.57002457002457, 24.509803921568626, 23.255813953488374, 22.831050228310502, 24.752475247524753, 23.64066193853428, 22.88329519450801, 23.980815347721823, 23.52941176470588, 23.094688221709006, 23.094688221709006, 22.471910112359552]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
243.671,244.1346,0.4636,0.1929999999999836,24.43358087043305,"[21.83406113537118, 22.62443438914027, 27.932960893854748, 24.154589371980677, 22.471910112359552, 29.15451895043732, 22.779043280182233, 27.397260273972606, 22.98850574712644, 24.691358024691358, 22.88329519450801, 24.57002457002457, 24.154589371980677]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
244.2482,244.4084,0.1602,0.113599999999991,24.934809340492976,"[26.38522427440633, 25.0, 23.419203747072597]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
249.4676,250.0262,0.5586,5.059200000000004,22.026431718061676,[22.026431718061673],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
256.4538,257.1948,0.741,6.427600000000012,22.93577981651376,[22.93577981651376],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
264.2474,265.1942,0.9468,7.052600000000041,19.73685357219545,"[24.154589371980677, 22.371364653243848, 11.350737797956867, 23.31002331002331, 11.389521640091116, 22.271714922048996, 23.31002331002331]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
265.3722,265.6072,0.235,0.1779999999999972,23.159676186402724,"[22.675736961451246, 11.148272017837234, 22.779043280182233, 24.271844660194173, 22.62443438914027, 27.17391304347826, 26.7379679144385, 25.974025974025974, 24.096385542168672, 12.9366106080207, 24.875621890547265, 25.125628140703515, 24.213075060532685, 22.98850574712644, 22.831050228310502, 24.271844660194173, 24.154589371980677, 24.154589371980677, 23.148148148148145, 26.7379679144385, 23.86634844868735, 22.72727272727273]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
274.4276,274.9856,0.558,8.820400000000006,22.06133053678096,"[24.213075060532685, 11.402508551881414, 25.06265664160401, 23.04147465437788, 22.42152466367713, 24.813895781637715, 23.474178403755868]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
275.5056,275.5242,0.0186,0.5200000000000387,18.73503185839144,"[26.246719160104984, 11.22334455667789]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
275.758,275.9034,0.1454,0.2337999999999738,18.816382096999572,"[11.45475372279496, 26.17801047120419]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
276.0496,276.0694,0.0198,0.1462000000000216,22.496189198644142,"[23.364485981308412, 21.78649237472767, 23.696682464454977, 22.271714922048996, 21.14164904862579, 11.587485515643106, 19.801980198019802, 24.213075060532685, 22.075055187637968, 21.186440677966104, 22.675736961451246, 26.525198938992045, 23.474178403755868, 24.390243902439025, 26.041666666666668, 25.706940874035993]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
276.1714,276.443,0.2716,0.1020000000000322,22.452925515563223,"[25.510204081632654, 24.154589371980677, 24.03846153846154, 27.700831024930746, 22.831050228310502, 26.041666666666668, 11.534025374855824, 12.224938875305623, 26.455026455026456, 24.03846153846154]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
277.008,277.0272,0.0192,0.5649999999999977,25.839793281653748,[25.839793281653748],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
277.494,277.6816,0.1876,0.4668000000000347,25.51229261361056,"[25.641025641025642, 27.3224043715847, 24.813895781637715, 24.271844660194173]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
277.9704,278.1204,0.15,0.2887999999999806,24.601176499068,"[24.449877750611247, 24.752475247524753]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
278.6114,278.6764,0.065,0.4909999999999854,23.36448598130841,[23.364485981308412],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
285.1554,286.4704,1.315,6.478999999999985,22.05883031921539,"[24.93765586034913, 24.449877750611247, 24.154589371980677, 23.58490566037736, 24.330900243309003, 12.121212121212121, 23.86634844868735, 23.094688221709006, 23.04147465437788, 23.752969121140143, 22.123893805309734, 23.148148148148145, 20.920502092050206, 23.809523809523807, 11.46788990825688, 23.364485981308412, 22.831050228310502]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
295.265,295.2844,0.0194,8.794600000000003,19.36075632979601,"[11.1731843575419, 24.752475247524753, 21.321961620469086, 11.587485515643106, 21.413276231263385, 22.075055187637968, 23.20185614849188]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
295.615,295.635,0.02,0.330600000000004,22.18743172347695,"[21.78649237472767, 23.20185614849188, 22.779043280182233, 21.978021978021978, 23.04147465437788, 24.509803921568626, 20.876826722338205, 21.27659574468085, 21.73913043478261, 21.459227467811157, 21.413276231263385]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
295.8074,296.4298,0.6224,0.1723999999999819,24.509803921568626,[24.509803921568626],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
296.6688,296.6882,0.0194,0.2389999999999759,20.212478520666263,"[25.44529262086514, 23.04147465437788, 12.150668286755772]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
305.5882,306.2742,0.686,8.899999999999977,21.57118470678904,"[24.213075060532685, 24.752475247524753, 22.93577981651376, 24.875621890547265, 21.978021978021978, 23.31002331002331, 22.271714922048996, 24.330900243309003, 21.50537634408602, 22.52252252252252, 21.78649237472767, 23.809523809523807, 22.321428571428573, 23.148148148148145, 13.850415512465373, 17.391304347826086, 17.636684303350968, 17.513134851138354, 16.474464579901156, 19.193857965451055, 27.17391304347826]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
306.5098,306.529,0.0192,0.2355999999999767,35.29282013846665,"[41.32231404958678, 34.72222222222222, 37.87878787878788, 27.247956403269754]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
306.9526,306.972,0.0194,0.4236000000000217,29.23285512939345,"[29.069767441860463, 33.44481605351171, 34.24657534246575, 27.700831024930746, 25.44529262086514, 28.73563218390805, 31.645569620253163, 27.100271002710027, 25.706940874035993]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
307.0838,307.229,0.1452,0.1118000000000165,25.34280541995045,"[29.15451895043732, 25.44529262086514, 22.321428571428573, 27.77777777777778, 24.630541871921185, 22.72727272727273]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
307.3388,307.4006,0.0618,0.109800000000007,23.26522941284999,"[25.44529262086514, 26.246719160104984, 23.86634844868735, 23.980815347721823, 24.271844660194173, 22.22222222222222, 12.5, 26.881720430107528, 23.364485981308412, 22.573363431151243, 24.390243902439025, 24.875621890547265, 24.509803921568626, 22.573363431151243, 21.27659574468085]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
307.6884,307.7076,0.0192,0.2878000000000043,25.734691491294967,"[23.696682464454977, 21.05263157894737, 29.069767441860463, 12.195121951219512, 22.93577981651376, 25.06265664160401, 11.933174224343675, 22.172949002217294, 26.666666666666668, 24.330900243309003, 22.98850574712644, 23.255813953488374, 28.98550724637681, 38.46153846153846, 38.46153846153846, 40.48582995951417]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
307.9044,307.971,0.0666,0.1967999999999961,38.9139356765256,"[44.44444444444444, 36.63003663003663, 38.61003861003861, 35.97122302158274]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
308.075,308.4388,0.3638,0.103999999999985,32.28706945576109,"[37.735849056603776, 37.59398496240602, 25.0, 28.81844380403458]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
308.6928,308.7128,0.02,0.2539999999999622,29.728438365157384,"[37.3134328358209, 33.44481605351171, 27.62430939226519, 27.548209366391184, 25.77319587628866, 26.666666666666668]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
309.2914,309.3108,0.0194,0.5785999999999945,26.68267864248764,"[25.510204081632654, 27.855153203342617]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
323.4474,324.4764,1.029,14.136600000000044,25.219951617315026,"[24.449877750611247, 26.80965147453083, 25.906735751295336, 26.041666666666668, 25.44529262086514, 24.509803921568626, 25.188916876574307, 24.875621890547265, 25.06265664160401, 24.154589371980677, 25.38071065989848, 24.813895781637715]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
324.6254,324.9852,0.3598,0.1490000000000009,25.10878183092033,"[22.62443438914027, 23.64066193853428, 23.52941176470588, 21.78649237472767, 27.247956403269754, 27.548209366391184, 28.653295128939828, 25.839793281653748]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
325.2744,325.4278,0.1534,0.2891999999999939,19.947606998052365,"[14.285714285714285, 25.57544757033248, 26.666666666666668, 13.262599469496022]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
325.5428,325.5622,0.0194,0.1150000000000091,25.402728185977967,"[26.109660574412533, 28.08988764044944, 23.86634844868735, 28.49002849002849, 27.47252747252747, 25.510204081632654, 26.455026455026456, 25.38071065989848, 12.626262626262625, 28.011204481792713, 24.390243902439025, 27.17391304347826, 26.80965147453083, 25.25252525252525]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
328.411,329.3502,0.9392,2.848799999999983,24.66184985160317,"[24.813895781637715, 24.509803921568626]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
329.7124,330.1572,0.4448,0.3622000000000298,22.760855537955923,"[24.330900243309003, 23.696682464454977, 12.180267965895249, 12.180267965895249, 23.980815347721823, 24.449877750611247, 25.0, 23.58490566037736, 22.52252252252252, 24.630541871921185, 24.630541871921185, 11.376564277588168, 23.31002331002331, 21.88183807439825, 12.165450121654501, 23.31002331002331, 25.25252525252525, 23.04147465437788, 22.675736961451246, 24.630541871921185, 21.978021978021978, 23.980815347721823, 23.64066193853428, 24.271844660194173, 23.696682464454977, 22.93577981651376, 23.809523809523807, 11.1731843575419, 22.675736961451246, 23.752969121140143, 21.645021645021647, 21.88183807439825, 24.096385542168672, 25.125628140703515, 24.213075060532685, 25.77319587628866, 27.247956403269754, 24.213075060532685, 26.109660574412533, 27.100271002710027, 24.213075060532685, 26.881720430107528, 23.696682464454977, 26.041666666666668, 25.25252525252525]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
330.501,330.565,0.064,0.3437999999999874,27.22819159007064,"[25.125628140703515, 25.839793281653748, 27.17391304347826, 23.86634844868735, 28.409090909090907, 37.3134328358209, 32.57328990228013, 30.12048192771084, 25.06265664160401, 27.100271002710027, 24.93765586034913, 26.455026455026456, 24.93765586034913, 25.641025641025642, 26.881720430107528, 24.213075060532685]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
330.7694,330.965,0.1956,0.204400000000021,24.38934653000676,"[25.25252525252525, 23.31002331002331, 22.98850574712644, 23.980815347721823, 27.700831024930746, 22.52252252252252, 26.954177897574123, 23.094688221709006, 25.510204081632654, 25.38071065989848, 23.64066193853428, 25.06265664160401, 24.154589371980677, 25.125628140703515, 23.696682464454977, 23.474178403755868, 25.641025641025642, 26.38522427440633, 24.154589371980677, 26.595744680851062, 26.595744680851062, 24.57002457002457, 27.027027027027028, 26.38522427440633, 24.752475247524753, 12.67427122940431, 24.330900243309003, 25.57544757033248, 25.125628140703515, 24.449877750611247, 25.38071065989848, 24.213075060532685, 24.154589371980677, 24.93765586034913, 23.094688221709006, 25.0, 24.271844660194173, 23.31002331002331, 23.86634844868735, 21.231422505307854, 24.390243902439025]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
333.5204,333.6168,0.0964,2.55540000000002,11.50747986191024,[11.507479861910241],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
333.7566,333.821,0.0644,0.1397999999999797,22.47691116854627,"[25.188916876574307, 12.224938875305623, 26.109660574412533, 27.027027027027028, 22.98850574712644, 25.906735751295336, 26.38522427440633, 23.474178403755868, 12.987012987012987]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
333.9568,334.7252,0.7684,0.1357999999999606,22.502721103378786,"[22.93577981651376, 25.57544757033248, 24.691358024691358, 23.980815347721823, 24.390243902439025, 24.03846153846154, 23.809523809523807, 24.449877750611247, 22.573363431151243, 21.978021978021978, 23.364485981308412, 24.630541871921185, 22.371364653243848, 23.696682464454977, 24.57002457002457, 22.471910112359552, 11.46788990825688, 22.98850574712644, 23.04147465437788, 22.72727272727273, 12.804097311139564]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
334.8688,335.2384,0.3696,0.143600000000049,25.06235123037053,"[25.77319587628866, 25.77319587628866, 23.64066193853428]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
335.498,336.091,0.593,0.2595999999999776,23.17919746332912,"[23.923444976076556, 27.247956403269754, 12.150668286755772, 23.923444976076556, 23.474178403755868, 24.390243902439025, 28.248587570621467, 22.075055187637968]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
342.2746,342.3344,0.0598,6.183600000000013,26.7379679144385,[26.7379679144385],54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
342.4738,343.7232,1.2494,0.1393999999999664,25.82027091199688,"[25.188916876574307, 27.77777777777778, 24.449877750611247, 24.390243902439025, 24.213075060532685, 28.901734104046245]",54.537964,control,25n25006.abf,3s_control_2025,output_25n25006,C:\Maha\DATA\vnr\analysis\3s_control_2025\output_25n25006\bout_parameters.csv
